mid,user_name,user_link,verify_typ,weibo_link,publish_time,content,image_urls,video_preview_url,forward_num,comment_num,like_num,source,origin_weibo_user_name,origin_weibo_content,origin_weibo_info
4864248708073868,_亲斤走告12345阳,https://weibo.com/1731914755,没有认证,https://weibo.com/1731914755/MqXoWxSnG,2023-02-01 08:18,除夕前一天起床感觉十分不妥，终于怕起来去医院看医生拍了片验了血，但没有验出有问题。医生了解了是染疫20天，说还没好呢！也就是说胸闷气短只是长新冠的一个症状，医学影像上看不出不妥。那天早起胸闷气短憋气脸红，上医院检查的内容是拍片、测心电图、验血、测血氧，都是正常的。今天是染疫第37天，咳嗽昨天没了，但晚上失眠，肌肉酸痛和关节僵硬等少了，所以现在自我感觉是快好了，人还是觉得有点虚。染疫前撞车扭伤的大脚趾，到今天恢复了44天，还是能感觉痛，抖音上看到说人体为了制造抗体抵御病毒，会大量消耗蛋白质，大概有点道理，因为这样想的话，伤患恢复慢也好理解，因为修复伤患需要的蛋白质被用于制造抗体了。,,,2,1,1,微博网页版,,,{}
4864295269566747,昆明国家高新区发布,https://weibo.com/3806438281,蓝V认证,https://weibo.com/3806438281/MqYC2E8Kn,2023-02-01 11:23,"#昆明高新微科普# 【细胞科普｜干细胞或有效改善新冠相关后遗症】对于全世界数千万人来说，新冠感染对健康的影响远不止最初的感染期！近日,《Nature Reviews Microbiology》杂志发表的一项来自美国斯克里普斯研究中心的研究表明，长新冠（Long COVID）是一种多系统性疾病，如果不采取行动，很大一部分长新冠患者可能患有终身残疾。 O细胞科普｜干细胞或有效改善新冠相关后遗症",https://wx1.sinaimg.cn/large/e2e1a389gy1hantq1uy77j20fe0qbqa3.jpg,,0,1,0,iPhone 13 Pro,,,{}
4864343059204199,领事闲谈,https://weibo.com/1444313404,橙V认证,https://weibo.com/1444313404/MqZR7CCqP,2023-02-01 14:33,"【美国长期新冠率下降一半，新英格兰地区属于最低水平】[NPR 31/01：Long COVID rates fall by half nationwide, New England rates among lowest]根据凯撒家庭基金会（KFF）分析的美国疾病控制和预防中心（CDC）家庭脉搏调查的新数据，报告长期新冠症状的人数比去年夏天下降了大约一半，达到十分之一。耶鲁大学医学院即将上任的急诊医学主席Arjun Venkatesh博士最近与人合著了一项研究，发现 ""接种疫苗的人在感染新冠三个月后报告症状的可能性较小，"" 他说。""这不是因果关系的数据。但是，总的来说，接种疫苗的人似乎报告的症状较少，而且症状持续时间较短""。另一个潜在因素？一项新的、不同的研究，也是由Venkatesh共同撰写的，发现 ""如果病人的初始新冠感染是在Delta之前的时期，或最早的几组感染，那么他们更有可能报告长时间的症状，而在那些有过奥密克戎感染的人中，这种可能性较小，"" 他说。研究人员无法确定长期新冠感染率是否与变体、疫苗接种和加强针，或较少的外部大流行压力（社会隔离和孤独）有明确的联系。 Venkatesh推测，这很可能是一个组合。根据CDC的调查数据，在报告曾经患有新冠的人中，说他们目前--或曾经患有--长期新冠的比例从2022年6月的35%下降到2023年1月的28%。尽管如此，长期新冠仍然是一个首要的健康问题。截至1月16日，美国所有成年人中的15%报告说在某个时候有过长期新冠症状，包括6%目前有症状的人。79%的持续长期新冠患者报告说他们的日常活动受到了限制，27%的人将这种限制描述为严重。田纳西州的律师弗兰克-齐格勒(Frank Ziegler)患有长期新冠两年了，他是耶鲁大学长期新冠研究的参与者。他说：""我有呼吸急促、手部震颤和认知问题，包括短期记忆问题和处理速度变慢。""齐格勒说，他在2021年1月对新冠检测呈阳性，他的长期新冠症状始于当年3月--当时他没有接种疫苗，因为当时还没有开始向公众推广。文卡特斯和哈特福德医院的传染病专家尤利西斯-吴博士都表示，这一趋势令人鼓舞，但也提出了谨慎的意见。""这是积极的发现，百分比正在下降，""吴说。""但我们仍然希望防止人们感染新冠。帮助你解决长期新冠的最好方法是不要一开始就得新冠。""吴预计，如果新冠率开始攀升，长期新冠率将增加。Lending Tree的健康保险公司Value Penguin的一项新研究发现，30%的康涅狄格州居民在感染后表示他们的症状持续了三个月或更长时间（长期新冠）。在50个州中，该州的长期新冠率排名24，新冠疫苗接种率为82.5%，位居第五。密西西比州、蒙大拿州和阿肯色州的长期新冠率最高--至少有35%的患者报告有长期新冠。密西西比州（41.2%），蒙大拿州（35.1%），和阿肯色州（35%）。缅因州、新罕布什尔州和佛蒙特州的长期新冠率最低--少于23%的人报告了长期新冠。缅因州（21.8%），新罕布什尔州（22.8%）和佛蒙特州（22.9%）。#关注新冠后遗症#",https://wx2.sinaimg.cn/large/5616793cly1hanz6ws5owj20l3095q3g.jpg,,8,4,21,微博网页版,,,{}
4864382296656351,思念如弦0108,https://weibo.com/3930175491,没有认证,https://weibo.com/3930175491/Mr0SprVCv,2023-02-01 17:09,阳后一个半月，第一☝️动不动就心率过快。开工在单位做卫生，下班又做卫生，导致这几天心脏一直不舒服，原计划周末恢复跑步的，现在好了一不小心就90往上，不能快速降低心口就开始疼，像要心梗了的感觉，哪里是个头啊，以前静止状态接近60，跑10公里心率才106～108第二☝️肌无力。走路不觉得，但这几天骑单车，感觉腿像两根豆角，平路怎么都使不上力，稍微有坡度的地方更是感觉踩在棉花里。今天听了COVID康复讲座，我的两大症状都对上了，为啥之前没听说专家和卫健伟提及有这些后遗症之类的？？？,https://wx4.sinaimg.cn/large/ea41b803ly1hao3oia1iyj22c0340hdu.jpg https://wx3.sinaimg.cn/large/ea41b803ly1hao3ogqq4qj22c03404qq.jpg,,0,0,0,iPhone客户端,,,{}
4864486610307036,aweigh_cn,https://weibo.com/1494850252,没有认证,https://weibo.com/1494850252/Mr3AF1hSc,2023-02-02 00:04,O他将这一缺口至少有一部分可以归因于“长新冠”  “长新冠”（即新冠后遗症）令人们无法参与工作，还可能降低其他人的生产率，因而助长了美国劳动力短缺局面，并对整个美国经济构成压力。“长新冠”是一种由Covid-19感染引起的慢性疾病，也就是所谓的新冠后遗症。它的潜在症状高达数百种，常见症状包括疲倦、气促、智力功能障碍、记忆力差等。对一些人来说，“长新冠”可能会使他们出现长达数年的衰弱症状,https://wx2.sinaimg.cn/large/59199accgy1haofoejfesj20hs0a6jtq.jpg,,2,0,0,微博网页版,,,{}
4864529973904369,ACEMizuki,https://weibo.com/3305096714,没有认证,https://weibo.com/3305096714/Mr4IBgnHH,2023-02-02 02:56,covid这个咳嗽后遗症 搞到现在嗨了想唱两句都顶不住,,,0,0,0,iPhone客户端,,,{}
4864627248204809,干细胞健康指南,https://weibo.com/7745799921,蓝V认证,https://weibo.com/7745799921/Mr7fuyqrD,2023-02-02 09:22,我国研究表明使用人间充质干细胞可治疗重症 COVID-19的长期后遗症！#干细胞##干细胞治疗##免疫细胞##间充质干细胞##nk免疫细胞# 这个月，我国国家传染病临床研究中心的一个研究小组在eBioMedicine 上发表了一项研究，描述了使用人间充质干细胞 (MSC) 治疗重症 COVID-19的长期影响。这是一项前瞻性纵向队列研究，对 100 名参加 II 期试验的患者进行了为期一年的随访。主要终点是通过高分辨率 CT 扫描测量的全肺病变体积比例的改变。研究人员还分析了其他成像方法、六分钟步行测试、肺功能、血浆生物标志物和不良事件。与安慰剂相比，该治疗改善了全肺病变体积。研究人员还指出，MSC 组 17.9% 的患者在 12 个月时的 CT 图像正常，而安慰剂组则没有。与安慰剂组相比，MSC 组的症状也有所减轻。最早发表的相关报道，是中国生物技术发展中心进行的一项试验。报道称 200 多名患者在中国武汉使用类似技术进行了治疗，临床治疗结果表明，干细胞疗法具有良好的安全性，也被证实具有治疗效果。长期新冠（Long COVID ）的官方名称为 SARS-CoV-2 感染后急性后遗症 (PASC)，其定义为在感染后至少持续 4 周的广泛症状。据梅奥诊所称，四分之一的 65 岁或以上的人患有 COVID-19 的后遗症。我们希望这方面的临床试验能够为人们战胜疫情后遗症带来新的利器。,https://wx1.sinaimg.cn/large/008scAoNly1haovtvv72pg30o70gte83.jpg https://wx4.sinaimg.cn/large/008scAoNly1haovtzv1cmj30dw08s0v1.jpg,,1,1,0,微博网页版,,,{}
4864653677039875,善泰健康,https://weibo.com/7797111157,蓝V认证,https://weibo.com/7797111157/Mr7W7txon,2023-02-02 11:08,#头痛焦虑脱发的原因找到了# 头痛、焦虑、脱发...新冠长期后遗症竟与肠道菌群有关？近日，香港中文大学的 Siew C Ng 团队在 Gut 期刊上发表了一篇研究论文，该论文表明，人类肠道微生物组组成，可能与感染新冠病毒数月后出现并发症或持续症状的风险有关。在 2020 年 2 月 1 日至 8 月 31 日期间，研究者从香港三间区域医院招募了 106 名患者，并对其进行了为期 6 个月的随访。中位年龄为 48.3 岁，56 人（52.9%）为女性。6 个月时这些患者最常见的症状是疲劳（31.3%）、记忆力差（28.3%）、脱发（21.7%）、焦虑（20.8%）和睡眠困难（20.8%）。研究者发现了某些细菌种类从入院时到之后的随访中发生变化，并表现出与几种头晕疲劳精神等症状相关，进一步暗示肠道微生物组改变与 COVID-19 患者恢复过程之间的联系。这些发现共同表明，个体入院时肠道菌群组成，可能会影响受试者对 COVID-19 长期并发症的易感性。,https://wx4.sinaimg.cn/large/008vFSNnly1haoykl4uhbg30m80t1th2.jpg,,0,0,1,微博网页版,,,{}
4864742272799745,柳叶刀TheLancet,https://weibo.com/6655475536,蓝V认证,https://weibo.com/6655475536/Mraf1bKlb,2023-02-02 17:00,《柳叶刀-糖尿病与内分泌学》（The Lancet Diabetes & Endocrinology）发表一项关于新冠肺炎患者发生血脂异常的风险和负担研究O网页链接研究发现，在COVID-19急性感染期后，发生血脂异常和使用降脂药物的风险和负担增加。研究指出，血脂异常是SARS-CoV-2急性感染后的潜在后遗症，患者应关注血脂异常问题以及其他与COVID-19相关的潜在的心脏代谢疾病。,https://wx1.sinaimg.cn/large/007gpHdCly1hap4fhifzfj30jp062djd.jpg https://wx2.sinaimg.cn/large/007gpHdCly1hap4fma92ej30hv0bmdhh.jpg https://wx1.sinaimg.cn/large/007gpHdCly1hap4fpaxfzj30hv0mitc2.jpg https://wx1.sinaimg.cn/large/007gpHdCly1hap4fsklqhj30hx0im77d.jpg,,3,1,8,微博网页版,,,{}
4864779728457441,紫凌冰儿1216,https://weibo.com/1991034413,没有认证,https://weibo.com/1991034413/Mrbdqzual,2023-02-02 19:28,最近正处于人生的低谷期，自从阳了之后，一身的毛病，阳后好了第二天下午，突然莫名的心慌和胃胀，然后就一直踏上了寻医路，之前做了ct 肺部有些感染 也不确定是不是肺上引起了这些 外面诊所打了五天吊瓶 症状依然没有缓解 年前又住院了一个星期 能缓解一些 但是还是不舒服 平时人看起来活蹦乱跳 能吃能喝的 可就是偶尔还心慌 胃胀一直有 哎 说不上来的感觉 总之还是不舒服 那两天又复查了ct 医生说已经吸收一些 也不用吃药和再次复查了  但是之前引起的其他还是依然存在    现在刚好一个月了 我从一个正常人变成现在这样 昨天又去看了一个中医乡村的 把了脉 说我胃 颈椎 妇科以及供血不足 妈啊 我都不知道咋了 一下子这么多问题 医生开了七天贴的中药 今天第二天 目前还没有感觉到有效果 自我感觉对那个医生还挺信任的 说的症状基本符合 希望这几天贴完能对症吧 现在感觉每天过的不现实 总感觉回不到之前的那个自己 家里事情也是一堆感觉也不顺 孩子们都马上开学了 我也没有以前那样的精力照顾孩子 只是希望我的身体尽快恢复 也不知道这个是不是新冠后遗症呢……,https://wx4.sinaimg.cn/large/76acc62dly1hapdcgi4ihj20zk10ttd8.jpg,,0,4,0,iPhone客户端,,,{}
