mid,user_name,user_link,verify_typ,weibo_link,publish_time,content,image_urls,video_preview_url,video_download_url,forward_num,comment_num,like_num,source,location_url,location_name,publish_location,origin_weibo_user_name,origin_weibo_content,origin_weibo_info
4845086255617861,陕西检察,https://weibo.com/5182805750,蓝V认证,https://weibo.com/5182805750/MiUTLnzsF,2022-12-10 11:14,【传阅！#当前防疫10大热点问答#】得了新冠要不要去医院？家里该不该囤积药物？#感染新冠会出现哪些症状#？核酸阳性还能去医院吗？一图汇总防疫10个热点问题的权威解答，转给你关心的TA~ #钟南山说无症状感染者基本无新冠后遗症# @人民日报,https://wx2.sinaimg.cn/large/005EKwx8ly1h8yjif8c8gj30rs7ytqv5.jpg,,,19,37,32,Android,,,,,,{}
4846977172898377,中国新闻网,https://weibo.com/1784473157,蓝V认证,https://weibo.com/1784473157/MjI5Dca01,2022-12-15 16:27,【#钟南山回应新冠病毒北强南弱说法#】#钟南山说无症状感染者基本无新冠后遗症#15日下午，钟南山院士在全国高校抗疫大讲堂讲座中回应“新冠病毒北强南弱”说法，他表示，BF.7是BA.5.2.1.7的简称，是在BA.5.2基础上的突变株，总体来看，两种毒株没有明显差异。广州也有患者发热，出现全身疼痛症状。此外，他提到，无症状感染者基本无新冠后遗症。,https://wx4.sinaimg.cn/large/001WLsZ7ly1h94kq127khj60oy0fngni02.jpg,,,237,1244,8450,微博网页版,,,,,,{}
4846977354046606,济南时报,https://weibo.com/1711530911,蓝V认证,https://weibo.com/1711530911/MjI5VgYHQ,2022-12-15 16:28,【#钟南山回应新冠病毒北强南弱说法#】#钟南山说无症状感染者基本无新冠后遗症#15日下午，钟南山院士在全国高校抗疫大讲堂讲座中回应“新冠病毒北强南弱”说法，他表示，BF.7是BA.5.2.1.7的简称，是在BA.5.2基础上的突变株，总体来看，两种毒株没有明显差异。广州也有患者发热，出现全身疼痛症状。此外，他提到，无症状感染者基本无新冠后遗症。,https://wx2.sinaimg.cn/large/6603e39fly1h94krscsgpj20oy0fntam.jpg,,,0,0,5,微博网页版,,,,,,{}
4846977956717953,南阳晚报,https://weibo.com/1869865307,蓝V认证,https://weibo.com/1869865307/MjI6TsbE5,2022-12-15 16:31,【#钟南山回应新冠病毒北强南弱说法#】#钟南山说无症状感染者基本无新冠后遗症#15日下午，钟南山院士在全国高校抗疫大讲堂讲座中回应“新冠病毒北强南弱”说法，他表示，BF.7是BA.5.2.1.7的简称，是在BA.5.2基础上的突变株，总体来看，两种毒株没有明显差异。广州也有患者发热，出现全身疼痛症状。此外，他提到，无症状感染者基本无新冠后遗症。#阳性康复后还有传染性吗#（来源：中国新闻网）,https://wx2.sinaimg.cn/large/6f73e15bly1h94ktq3k2lj20j60c1wfq.jpg,,,0,1,1,微博网页版,,,,,,{}
4846979706261457,经济观察报,https://weibo.com/1641561812,蓝V认证,https://weibo.com/1641561812/MjI9IqgTf,2022-12-15 16:37,【#钟南山回应新冠病毒北强南弱说法#】#钟南山说无症状感染者基本无新冠后遗症#15日下午，钟南山院士在全国高校抗疫大讲堂讲座中回应“新冠病毒北强南弱”说法，他表示，BF.7是BA.5.2.1.7的简称，是在BA.5.2基础上的突变株，总体来看，两种毒株没有明显差异。广州也有患者发热，出现全身疼痛症状。此外，他提到，无症状感染者基本无新冠后遗症。,https://wx1.sinaimg.cn/large/001N5Pdqly1h94l4r05u5j60oy0fnjtk02.jpg,,,3,1,10,,,,,,,{}
4846985293336404,广西头条NEWS,https://weibo.com/3653935805,蓝V认证,https://weibo.com/3653935805/MjIiJdZWY,2022-12-15 17:00,【#钟南山回应新冠病毒北强南弱说法#】#钟南山说无症状感染者基本无新冠后遗症#15日下午，钟南山院士在全国高校抗疫大讲堂讲座中回应“新冠病毒北强南弱”说法，他表示，BF.7是BA.5.2.1.7的简称，是在BA.5.2基础上的突变株，总体来看，两种毒株没有明显差异。广州也有患者发热，出现全身疼痛症状。此外，他提到，无症状感染者基本无新冠后遗症。（中国新闻网）,https://wx3.sinaimg.cn/large/d9caa2bdgy1h94leucgv1j20j60c1abb.jpg,,,1,0,9,微博网页版,,,,,,{}
4846989022333073,大公報-大公網,https://weibo.com/1895431523,蓝V认证,https://weibo.com/1895431523/MjIoK9MWd,2022-12-15 17:14,【#钟南山回应新冠病毒北强南弱说法#】#钟南山说无症状感染者基本无新冠后遗症#15日下午，钟南山院士在全国高校抗疫大讲堂讲座中回应“新冠病毒北强南弱”说法，他表示，BF.7是BA.5.2.1.7的简称，是在BA.5.2基础上的突变株，总体来看，两种毒株没有明显差异。广州也有患者发热，出现全身疼痛症状。此外，他提到，无症状感染者基本无新冠后遗症。,https://wx3.sinaimg.cn/large/0024h2kbly1h94m41b4j9j60oy0fn77e02.jpg,,,2,5,18,iPhone客户端,,,,,,{}
4847000366883628,香港商報網,https://weibo.com/1847123567,蓝V认证,https://weibo.com/1847123567/MjIH2sSKg,2022-12-15 18:00,【#钟南山回应新冠病毒北强南弱说法#】#钟南山说无症状感染者基本无新冠后遗症#15日下午，钟南山院士在全国高校抗疫大讲堂讲座中回应“新冠病毒北强南弱”说法，他表示，BF.7是BA.5.2.1.7的简称，是在BA.5.2基础上的突变株，总体来看，两种毒株没有明显差异。广州也有患者发热，出现全身疼痛症状。此外，他提到，无症状感染者基本无新冠后遗症。 （Vivi）,https://wx2.sinaimg.cn/large/6e18de6fgy1h94m774sarj20oy0fngny.jpg,,,4,4,22,微博 weibo.com,,,,,,{}
4847003277984250,南方人物周刊,https://weibo.com/1653460650,蓝V认证,https://weibo.com/1653460650/MjILJxv4e,2022-12-15 18:11,#每日医答#【#钟南山提出8条个人防护建议#】今天下午，全国高校抗疫大讲堂，钟南山院士谈新冠疫情动态及应对。他提出加强个人防护的8条建议：①加强防护（戴口罩、保持距离、减少公众聚集等）；②不应为感染而害怕；③大多数感染者不需要去医院；④居家注意常做抗原检测；⑤若持续发热一定要去医院；⑥患一般慢性病老年人也要打疫苗；⑦囤药没有太大必要；⑧“老药新用”要经严格实验。（人民日报）L人民日报的微博视频 #钟南山说无症状感染者基本无新冠后遗症#,,https://video.weibo.com/show?fid=1034:4846980300734486,"https://f.video.weibocdn.com/u0/0XtJx5v2gx081zFOIhSM01041200ipjO0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1708163872&ssig=AFDeduf5Jr&KID=unistore,video",1,0,10,微博视频号,,,,,,{}
4847007296917425,中国新闻报,https://weibo.com/7583528622,蓝V认证,https://weibo.com/7583528622/MjISdt1xn,2022-12-15 18:27,【#钟南山回应新冠病毒北强南弱说法#】#钟南山说无症状感染者基本无新冠后遗症#12月15日下午，钟南山院士在全国高校抗疫大讲堂讲座中回应“新冠病毒北强南弱”说法，他表示，BF.7是BA.5.2.1.7的简称，是在BA.5.2基础上的突变株，总体来看，两种毒株没有明显差异。（中新视频）L中新视频的微博视频,,https://video.weibo.com/show?fid=1034:4846974189633550,"https://f.video.weibocdn.com/o0/1TDQw5G2lx081zE5Z4Tu0104120061BB0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1708163872&ssig=BA4lPMQduO&KID=unistore,video",1,1,7,微博视频号,,,,,,{}
