mid,user_name,user_link,verify_typ,weibo_link,publish_time,content,image_urls,video_preview_url,video_download_url,forward_num,comment_num,like_num,source,location_url,location_name,publish_location,origin_weibo_user_name,origin_weibo_content,origin_weibo_info
4707318710927683,观察者网,https://weibo.com/1887344341,蓝V认证,https://weibo.com/1887344341/L34on3TkD,2021-11-25 07:15,【#中国团队新冠后遗症研究#：出院近一年，仍会呼吸急促、抑郁】感染新冠肺炎一年后，新冠患者们怎么样了？武汉协和医院的研究团队给出了最新研究成果。11月23日，中国《医学前沿》期刊刊登了一篇华中科技大学同济医学院附属协和医院（简称武汉协和医院）团队发表的论文。研究发现，即便是非重症患者，在确诊新冠近1年后，依旧存在多系统问题，如睡眠困难、呼吸急促、乏力和关节疼痛等身体症状，以及焦虑、抑郁等心理问题。此外，56.7%非重症患者表现出了肺部CT异常，包括磨玻璃样混浊，支气管扩张，结节，以及纤维化等。,https://wx1.sinaimg.cn/large/707e96d5gy1gwqo5c2wpjj20a50770tg.jpg,,,2640,2884,40039,微博 weibo.com,,,,,,{}
4707318972023051,姆们说,https://weibo.com/2904113697,黄V认证,https://weibo.com/2904113697/L34oN8uhR,2021-11-25 07:16,#姆们说# 【#中国团队新冠后遗症研究#：出院近一年，仍会呼吸急促、抑郁】感染新冠肺炎一年后，新冠患者们怎么样了？武汉协和医院的研究团队给出了最新研究成果。11月23日，中国《医学前沿》期刊刊登了一篇华中科技大学同济医学院附属协和医院（简称武汉协和医院）团队发表的论文。研究发现，即便是非重症患者，在确诊新冠近1年后，依旧存在多系统问题，如睡眠困难、呼吸急促、乏力和关节疼痛等身体症状，以及焦虑、抑郁等心理问题。此外，56.7%非重症患者表现出了肺部CT异常，包括磨玻璃样混浊，支气管扩张，结节，以及纤维化等。,https://wx4.sinaimg.cn/large/ad194221ly1gwr184q16qj20a507774a.jpg,,,3,1,1,,,,,,,{}
4707321379030546,实体经济那些事,https://weibo.com/6422998633,没有认证,https://weibo.com/6422998633/L34sFBTfY,2021-11-25 07:25,【#中国团队新冠后遗症研究#：出院近一年，仍会呼吸急促、抑郁】感染新冠肺炎一年后，新冠患者们怎么样了？武汉协和医院的研究团队给出了最新研究成果。11月23日，中国《医学前沿》期刊刊登了一篇华中科技大学同济医学院附属协和医院（简称武汉协和医院）团队发表的论文。研究发现，即便是非重症患者，在确诊新冠近1年后，依旧存在多系统问题，如睡眠困难、呼吸急促、乏力和关节疼痛等身体症状，以及焦虑、抑郁等心理问题。此外，56.7%非重症患者表现出了肺部CT异常，包括磨玻璃样混浊，支气管扩张，结节，以及纤维化等。,,,,0,0,1,OPPO智能手机,,,,,,{}
4707321471304709,北京众成医疗律师团队,https://weibo.com/1448448401,没有认证,https://weibo.com/1448448401/L34sP5tpH,2021-11-25 07:25,肺炎@观察者网 【#中国团队新冠后遗症研究#：出院近一年，仍会呼吸急促、抑郁】感染#新冠肺炎#一年后，新冠患者们怎么样了？武汉协和医院的研究团队给出了最新研究成果。11月23日，中国《医学前沿》期刊刊登了一篇华中科技大学同济医学院附属协和医院（简称武汉协和医院）团队发表的论文。研究发现，即便是非重症患者，在确诊新冠近1年后，依旧存在多系统问题，如睡眠困难、呼吸急促、乏力和关节疼痛等身体症状，以及焦虑、抑郁等心理问题。#新冠后遗症# 此外，56.7%非重症患者表现出了肺部CT异常，包括磨玻璃样混浊，支气管扩张，结节，以及纤维化等。,https://wx1.sinaimg.cn/large/56559191ly1gwr1hvhgu4j20a50773z8.jpg,,,0,0,0,肺炎超话,,,,,,{}
4707328018350874,小浪,https://weibo.com/1494761561,黄V认证,https://weibo.com/1494761561/L34Dnz2rw,2021-11-25 07:52,对全人类都是一场劫数。转发原文：【#中国团队新冠后遗症研究#：出院近一年，仍会呼吸急促、抑郁】感染新冠肺炎一年后，新冠患者们怎么样了？武汉协和医院的研究团队给出了最新研究成果。11月23日，中国《医学前沿》期刊刊登了一篇华中科技大学同济医学院附属协和医院（简称武汉协和医院）团队发表的论文。研究发现，即便是非重症患者   展开c,https://wx1.sinaimg.cn/large/707e96d5gy1gwqo5c2wpjj20a50770tg.jpg,,,0,0,1,,,,,观察者网,【#中国团队新冠后遗症研究#：出院近一年，仍会呼吸急促、抑郁】感染新冠肺炎一年后，新冠患者们怎么样了？武汉协和医院的研究团队给出了最新研究成果。11月23日，中国《医学前沿》期刊刊登了一篇华中科技大学同济医学院附属协和医院（简称武汉协和医院）团队发表的论文。研究发现，即便是非重症患者 ​  展开c,"{""origin_user_name"": ""观察者网"", ""origin_user_link"": ""https://weibo.com/u/1887344341"", ""origin_user_verify_typ"": ""蓝V认证"", ""origin_weibo_content"": ""【#中国团队新冠后遗症研究#：出院近一年，仍会呼吸急促、抑郁】感染新冠肺炎一年后，新冠患者们怎么样了？武汉协和医院的研究团队给出了最新研究成果。11月23日，中国《医学前沿》期刊刊登了一篇华中科技大学同济医学院附属协和医院（简称武汉协和医院）团队发表的论文。研究发现，即便是非重症患者   展开c"", ""origin_weibo_link"": ""https://weibo.com//weibo.com/1887344341/L34on3TkD?refer_flag=1001030103_"", ""origin_weibo_publish_time"": ""2021-11-25 07:15"", ""origin_source"": ""微博 weibo.com"", ""origin_repost_cnt"": ""2640"", ""origin_comment_cnt"": ""2884"", ""origin_like_cnt"": ""40039"", ""origin_weibo_image_urls"": ""https://wx1.sinaimg.cn/large/707e96d5gy1gwqo5c2wpjj20a50770tg.jpg""}"
4707337774041729,山古老鹰,https://weibo.com/5028440767,没有认证,https://weibo.com/5028440767/L34T7gXrb,2021-11-25 08:30,#中国团队新冠后遗症研究#即使非重症患者在确诊新冠近1年后依旧存在多系统问题，如睡眠困难呼吸急促关节疼痛以及焦虑抑郁等；56.7%表现出肺部CT异常，包括支气管扩张、结节、纤维化等…可怕的后遗症谁知道会不会有更糟糕的呢？庆幸生活在坚持清零政策的国度。教训：别和不清楚底细的对手蛮干…,,,,0,0,0,HUAWEI Mate 30,,,,,,{}
4707337795536752,游侠Xiaopeng,https://weibo.com/1763681564,没有认证,https://weibo.com/1763681564/L34T9nems,2021-11-25 08:30,【#中国团队新冠后遗症研究#】别躺平了，新冠肺炎可不是大号流感那么简单。马来西亚的朋友，8月份时确诊后失去了味觉、嗅觉。现在痊愈两三个月了，味觉、嗅觉还只是部分恢复，但一直在干咳。,https://wx2.sinaimg.cn/large/691fa51cgy1gwr3b0oxzkj20u019swma.jpg,,,0,0,0,Android,,,,,,{}
4707338139996609,香港商報網,https://weibo.com/1847123567,蓝V认证,https://weibo.com/1847123567/L34THFWzD,2021-11-25 08:32,【#中国团队新冠后遗症研究#：出院近一年，仍会呼吸急促、抑郁】11月23日，中国《医学前沿》期刊刊登了一篇华中科技大学同济医学院附属协和医院团队发表的论文。研究发现，即便是非重症患者，在确诊新冠近1年后，依旧存在多系统问题，如睡眠困难、呼吸急促、乏力和关节疼痛等身体症状，以及焦虑、抑郁等心理问题。此外，56.7%非重症患者表现出了肺部CT异常，包括磨玻璃样混浊，支气管扩张，结节，以及纤维化等。,https://wx2.sinaimg.cn/large/6e18de6fgy1gwr3fgzkh3j20u00yi10f.jpg,,,20,3,18,微博 weibo.com,,,,,,{}
4707344950755837,大庆市中级人民法院,https://weibo.com/3876342106,蓝V认证,https://weibo.com/3876342106/L354H3aCV,2021-11-25 08:59,【#中国团队新冠后遗症研究#：出院近一年，仍会呼吸急促、抑郁】感染新冠肺炎一年后，新冠患者们怎么样了？武汉协和医院的研究团队给出了最新研究成果。11月23日，中国《医学前沿》期刊刊登了一篇华中科技大学同济医学院附属协和医院（简称武汉协和医院）团队发表的论文。研究发现，即便是非重症患者，在确诊新冠近1年后，依旧存在多系统问题，如睡眠困难、呼吸急促、乏力和关节疼痛等身体症状，以及焦虑、抑郁等心理问题。此外，56.7%非重症患者表现出了肺部CT异常，包括磨玻璃样混浊，支气管扩张，结节，以及纤维化等。（观察者网）,https://wx4.sinaimg.cn/large/e70c495aly1gwr47mlv24j20a50773z8.jpg,,,12,11,4,,,,,,,{}
4707346046255495,智慧科技迷,https://weibo.com/1231317854,红V认证,https://weibo.com/1231317854/L356sqfl5,2021-11-25 09:03,【研究发现#新冠能引起严重脑炎#，无论是期间还是之后】科学家研究发现，新冠会诱导免疫系统进行强烈的免疫反应，造成大脑免疫系统的严重紊乱，进而引起脑部严重，包括失去味觉，嗅觉等。但只要在早起得到治疗，炎症就会减轻。具体详见评论区论文地址#每日科学新发现##中国团队新冠后遗症研究# L智慧科技迷的微博视频,,https://video.weibo.com/show?fid=1034:4651295597068408,"https://f.video.weibocdn.com/0036Eq3Lgx07NGoJSWRV01041201pPay0E010.mp4?label=mp4_720p&template=720x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1708163373&ssig=33D0LolAhb&KID=unistore,video",592,520,2366,微博视频号,,,,,,{}
