mid,user_name,user_link,verify_typ,weibo_link,publish_time,content,image_urls,video_preview_url,forward_num,comment_num,like_num,source,origin_weibo_user_name,origin_weibo_content,origin_weibo_info
4864219843920184,依家小菲,https://weibo.com/1423094395,没有认证,https://weibo.com/1423094395/MqWEogrOM,2023-02-01 06:24,"🌈【2023.2.1】星期三  i健康早头条，做自己健康的第一责任人。1）中国新闻网：焦虑失眠、情绪低落、上班犯困……这些在节假日之后出现的不良生理和心理反应，我们将其概括为“节后综合征”。既然生活节奏混乱是节后综合征的主要原因，那主动调整生活节奏就是最根本的方法，从“吃顿好饭，睡个好觉”做起。#健康管理

2）中国经济网：高脂血症危险因素多与不合理膳食相关，如过量的饱和脂肪酸或反式脂肪酸摄入等。健康生活方式干预是全球公认的高脂血症防治策略。膳食营养通过调节血脂、血压或血糖水平等危险因素，影响动脉粥样硬化的发生，从而在预防高脂血症引起的心血管疾病中发挥重要作用。#合理膳食3）中国食品报：我国90后注重养生，健康是食品的第一要素。调查显示，超过60%的中国消费者在日常生活中视健康为头等大事。调查还发现，新冠疫情让中国消费者更加重视健康，有28%的中国消费者在疫情暴发后认为健康更为重要。#大健康产业

4）生命时报：看起来“瘦”不一定真的瘦，比如大吃大喝、不爱运动，却四肢纤细的朋友。“瘦胖子”的体重指数通常正常或偏低，但经过检查才发现，有高血糖、甘油三酯偏高、高血压等问题。他们的身体一旦出现问题，可能比胖人还严重。#体重管理5）健康时报：45岁以上的男性、55岁以上的女性心脏病发病概率较大，男性比女性提前十年心脏衰老。如果不锻炼，肌肉逐步萎缩，心脏也就像汽车发动机一样无法正常运行，衰老极快。运动是最好的维护心脏功能的处方。#科学运动

6）《成人高血压食养指南（2023年版）》：成人高血压患者食物选择应全面、均衡、多样；注意“减钠增钾，饮食清淡”；主食增加全谷物和薯类摄入；动物性食物可选择鱼虾类、禽类、瘦肉等；限制富含膳食脂肪和胆固醇的食品。#安全摄入",,,0,0,0,OPPO A53 5G,,,{}
4864239599094394,人生心满意足,https://weibo.com/1917939431,没有认证,https://weibo.com/1917939431/MqXafC9RM,2023-02-01 07:42,"【2023.2.1】星期三  i健康早头条，做自己健康的第一责任人。1）中国新闻网：焦虑失眠、情绪低落、上班犯困……这些在节假日之后出现的不良生理和心理反应，我们将其概括为“节后综合征”。既然生活节奏混乱是节后综合征的主要原因，那主动调整生活节奏就是最根本的方法，从“吃顿好饭，睡个好觉”做起。#健康管理

2）中国经济网：高脂血症危险因素多与不合理膳食相关，如过量的饱和脂肪酸或反式脂肪酸摄入等。健康生活方式干预是全球公认的高脂血症防治策略。膳食营养通过调节血脂、血压或血糖水平等危险因素，影响动脉粥样硬化的发生，从而在预防高脂血症引起的心血管疾病中发挥重要作用。#合理膳食3）中国食品报：我国90后注重养生，健康是食品的第一要素。调查显示，超过60%的中国消费者在日常生活中视健康为头等大事。调查还发现，新冠疫情让中国消费者更加重视健康，有28%的中国消费者在疫情暴发后认为健康更为重要。#大健康产业

4）生命时报：看起来“瘦”不一定真的瘦，比如大吃大喝、不爱运动，却四肢纤细的朋友。“瘦胖子”的体重指数通常正常或偏低，但经过检查才发现，有高血糖、甘油三酯偏高、高血压等问题。他们的身体一旦出现问题，可能比胖人还严重。#体重管理5）健康时报：45岁以上的男性、55岁以上的女性心脏病发病概率较大，男性比女性提前十年心脏衰老。如果不锻炼，肌肉逐步萎缩，心脏也就像汽车发动机一样无法正常运行，衰老极快。运动是最好的维护心脏功能的处方。#科学运动

6）《成人高血压食养指南（2023年版）》：成人高血压患者食物选择应全面、均衡、多样；注意“减钠增钾，饮食清淡”；主食增加全谷物和薯类摄入；动物性食物可选择鱼虾类、禽类、瘦肉等；限制富含膳食脂肪和胆固醇的食品。#安全摄入【早安心语】机会不会从天而降，必须凭毅力和勇气去争取。早安！",,,0,0,1,HUAWEI P30 Pro,,,{}
4864248825776639,九牛艾,https://weibo.com/2294977150,没有认证,https://weibo.com/2294977150/MqXp8oeLB,2023-02-01 08:19,#生活的模样##萌娃养成记##健康##财经##遇见美好##抗疫行动# 每日读报【2023.2.1】星期三  1）中国新闻网：焦虑失眠、情绪低落、上班犯困……这些在节假日之后出现的不良生理和心理反应，我们将其概括为“节后综合征”。既然生活节奏混乱是节后综合征的主要原因，那主动调整生活节奏就是最根本的方法，从“吃顿好饭，睡个好觉”做起。2）中国经济网：高脂血症危险因素多与不合理膳食相关，如过量的饱和脂肪酸或反式脂肪酸摄入等。健康生活方式干预是全球公认的高脂血症防治策略。膳食营养通过调节血脂、血压或血糖水平等危险因素，影响动脉粥样硬化的发生，从而在预防高脂血症引起的心血管疾病中发挥重要作用。3）中国食品报：我国90后注重养生，健康是食品的第一要素。调查显示，超过60%的中国消费者在日常生活中视健康为头等大事。调查还发现，新冠疫情让中国消费者更加重视健康，有28%的中国消费者在疫情暴发后认为健康更为重要。4）生命时报：看起来“瘦”不一定真的瘦，比如大吃大喝、不爱运动，却四肢纤细的朋友。“瘦胖子”的体重指数通常正常或偏低，但经过检查才发现，有高血糖、甘油三酯偏高、高血压等问题。他们的身体一旦出现问题，可能比胖人还严重。5）健康时报：45岁以上的男性、55岁以上的女性心脏病发病概率较大，男性比女性提前十年心脏衰老。如果不锻炼，肌肉逐步萎缩，心脏也就像汽车发动机一样无法正常运行，衰老极快。运动是最好的维护心脏功能的处方。,,,0,1,0,华为畅享20 5G,,,{}
4864260747037364,牡丹陈敏,https://weibo.com/2486958021,没有认证,https://weibo.com/2486958021/MqXImtwJS,2023-02-01 09:06,"【2023.2.1】星期三  i健康早头条，做自己#健康# 的第一责任人。#新闻# 1）中国新闻网：焦虑失眠、情绪低落、上班犯困……这些在节假日之后出现的不良生理和心理反应，我们将其概括为“节后综合征”。既然生活节奏混乱是节后综合征的主要原因，那主动调整生活节奏就是最根本的方法，从“吃顿好饭，睡个好觉”做起。#健康管理

2）中国经济网：高脂血症危险因素多与不合理膳食相关，如过量的饱和脂肪酸或反式脂肪酸摄入等。健康生活方式干预是全球公认的高脂血症防治策略。膳食营养通过调节血脂、血压或血糖水平等危险因素，影响动脉粥样硬化的发生，从而在预防高脂血症引起的心血管疾病中发挥重要作用。#合理膳食3）中国食品报：我国90后注重养生，健康是食品的第一要素。调查显示，超过60%的中国消费者在日常生活中视健康为头等大事。调查还发现，新冠疫情让中国消费者更加重视健康，有28%的中国消费者在疫情暴发后认为健康更为重要。#大健康产业

4）生命时报：看起来“瘦”不一定真的瘦，比如大吃大喝、不爱运动，却四肢纤细的朋友。“瘦胖子”的体重指数通常正常或偏低，但经过检查才发现，有高血糖、甘油三酯偏高、高血压等问题。他们的身体一旦出现问题，可能比胖人还严重。#体重管理5）健康时报：45岁以上的男性、55岁以上的女性心脏病发病概率较大，男性比女性提前十年心脏衰老。如果不锻炼，肌肉逐步萎缩，心脏也就像汽车发动机一样无法正常运行，衰老极快。运动是最好的维护心脏功能的处方。#科学运动

6）《成人高血压食养指南（2023年版）》：成人高血压患者食物选择应全面、均衡、多样；注意“减钠增钾，饮食清淡”；主食增加全谷物和薯类摄入；动物性食物可选择鱼虾类、禽类、瘦肉等；限制富含膳食脂肪和胆固醇的食品。#安全摄入【早安心语】机会不会从天而降，必须凭毅力和勇气去争取。早安！ 2深圳",https://wx3.sinaimg.cn/large/943bf7c5gy1hanpqjbkblj20rs14tdj9.jpg https://wx4.sinaimg.cn/large/943bf7c5gy1hanpqjlkwcj20q516tjtf.jpg https://wx3.sinaimg.cn/large/943bf7c5gy1hanpqjwxnhj212w15otew.jpg,,0,0,0,OPPO Find X,,,{}
4864262071388146,选择中医__董洪涛,https://weibo.com/1442720613,红V认证,https://weibo.com/1442720613/MqXKv5P7s,2023-02-01 09:11,阳康后出现心跳加快的思考一不少人在感染了奥密克戎毒株后会出现心跳变快的情况，甚至在阳康后，仍然有一些人心跳变快，甚至稍微动一下心率就会飙升。那么，为什么会出现这种情况呢？一旦出现这种情况即意味着心脏病更容易发作吗？西医认为，这种现象在医学上被称为“心动过速”，也是一种常见的“新冠后症状”。近期全球发表的多篇研究论文都揭示了新冠感染后对于心脏的长期影响。专家提醒，在医学上没有对“阳康”的明确定义，评估新冠感染后是否康复或能否恢复运动，不仅要看新冠症状是否消失，而且也要对心血管系统等症状进行评估。对于这个观点，我有不同理解。我认为，阳康应该是有明确定义的。定义包括两个方面的内容：其一是病毒消失，即核酸检测阴性，或抗原检测阴性；其二是正气恢复，即病人感觉一切恢复正常，精气神充足，无所不适。从现实来看，西医的康复标准不是这样的，只以第一条作为康复标准。从中医来分析，这是不完善的。因为生命以正为本，治疗新冠病毒感染亦要以正为本，而不能完全以邪为本。换句话说，邪气退去不能算是完全康复，只有正气恢复才算是完全康复。因为西医的康复标准定得太低，由此导致了不少人阳康后却出现各种后遗症。之所以会有这许多的后遗症（包括心动过速），根本原因在于正气没有完全恢复。二从临床来观察，新冠病毒对心脏的影响真的不容小觑。有学者认为，阳康后的心动过速是目前最为常见的一种新冠后遗症。也有不少临床研究显示，新冠对于心脏的影响可能是持续性的。以下列举一些研究报告：其一，感染新冠病毒后容易引起心动过速。2023年1月7日《自然》杂志上发表了一篇题为“新冠后症状中的窦性心动过速”的文章，其结论是：窦性心动过速在新冠感染后的患者中很普遍，这种疾病至少可以部分解释在患者感染新冠后观察到的心悸、疲劳和运动能力受损等普遍症状。上述研究援引就诊数据称，大约有25%至50%的患者反馈在感染新冠后3个月甚至更长时间，仍然存在心跳快或心悸的现象；有约9%的新冠患者在感染6个月后还出现心悸。其二，新冠病毒对心脏的伤害是全方位的。据2023年1月13日美国心脏病学家托普尔（Eric Topol）等人在《Nature Reviews Microbiology》杂志上发表的一篇名为“长期新冠：主要发现、机制和建议”的文章，其观点是：新冠感染对于心脏的长期影响主要为心脏损伤、心肌炎以及心动过速综合征，主要表现症状为胸痛和心悸。上述研究援引数据称，体位性心动过速综合征存在于67%的长期新冠患者中。这是一种自主神经系统疾病，常由病毒引起。其三，感染新冠病毒后非常容易出现心血管症状。在2023年1月中旬中国医师协会心血管内科医师分会发布的一份《新冠病毒感染与心血管疾病诊疗中国专家共识（2023）》（下称“专家共识”）中，将新冠病毒感染后存在的一系列症状称为新冠病毒感染后遗症，这种症状通常持续4-12周或更长时间。“专家共识”的通信作者、中国科学院院士、复旦大学附属中山医院心内科主任葛均波教授对第一财经记者表示：“一些人在新冠症状消失后，就认为自己‘阳康’了，但实际上，真正的‘阳康’如何去定义，我们在医学上并没有一个明确的标准，新冠感染后我们发现有人出现心血管症状，比如心悸、胸痛，甚至引起了暴发性心肌炎，因此新冠患者康复后的诊疗以及如何恢复运动都应该引起重视。”综合以上结论，我的观点是：新冠病毒是一种疫毒，这种疫毒侵袭人体后，容易自表入里。若人体少阴层面的阳气不足，就容易自太阳内陷少阴。邪郁则化热，化热则耗气伤阴，造成手少阴心气阴两虚，气虚则无力，阴虚则化火，诱发心跳加快，产生心悸；气虚则血流不畅，不通则痛，会产生胸痛。对于心悸，可考虑补益心气心阴，可用生脉饮。若心的阴阳气血皆虚，亦可用灸甘草汤。对于胸痛，可考虑从化瘀论治，用血府逐瘀汤。三那么，感染新冠病毒后为什么会出现心脏不适呢？其一，西医的观点。根据“专家共识”，新冠病毒感染后遗症可能初始表现各异，对心血管系统的症状包括心慌、心悸、胸痛、活动后呼吸困难和运动耐量下降。为什么会出现这些心脏不适症状呢？西医认为，感染新冠导致心血管系统后遗症的机制包括炎症、免疫激活、病毒的持续存在、潜伏病毒的触发、内皮功能障碍、运动和代谢损伤，以及病毒感染后的心脏适应能力严重下降等。其二，中医的观点。中医认为之所以感染新冠病毒后会出现心脏的不适症状，其根本原因在于心的阴阳气血受到了病毒侵袭。也就是说，如果能祛除病邪，并重视调理心的阴阳气血平衡，那么心脏的这些不适症状亦可完全消除。其机理在于：一方面，素体阳虚，特别是少阴阳虚，这是感染新冠病毒后容易诱发心脏不适的根本原因。目前的奥密克戎毒株属于寒湿疫毒，寒湿皆为阴邪，感则伤阳。另一方面，感染新冠病毒后若没有好好休息，或过于劳累，或各种熬夜，或过度运动，或饮食过于肥甘厚腻，或过于紧张、焦虑、恐慌，所有这些都容易影响心的阴阳气血。本来新冠病毒就伤损了人体的阴阳气血，更兼这些因素，导致心的阴阳气血两次受损，诱发心脏出现各种症状。四有人担心，感染新冠病毒后，心脏病发作的可能性会变得更大吗？ 据2022年美国退伍军人事务部发表的一项大型健康记录数据库针对超过15万新冠感染者的数据分析，感染新冠病毒后康复的人，在一年内出现心血管疾病（包括心脏病和中风）的风险会大幅增加，中风风险增加52%，心力衰竭风险增加72%；即使是65岁以下，没有肥胖、吸烟、糖尿病等心血管疾病危险因素的人，感染新冠后出现心血管疾病的风险也会显著升高。约翰斯•霍普金斯专家建议，任何从新冠恢复过来的人都应该期待一个渐进的恢复过程，而不应该期待快速恢复到正常活动水平。我的观点是，还是要抓住“以正为本”的理念，这是新冠恢复的唯一正确理念。显然，养正才是促进新冠恢复的最正确方向。不管是否患有心脏病，在感染新冠病毒后，都需要好好保养心脏。如何养生呢？我常给病人如下建议：平时保持心态平和，不要大喜、暴怒；平时可常按压两乳中间的膻中、左腋下的渊腋以及左内关穴；饮食以清淡为主，勿饮酒，勿过食油腻、生冷、煎炸、烧烤；尽量舒缓压力；早睡早起，勿熬夜；建议常散步，禁止剧烈运动；戒烟。若心区有所不适，可自己掐左侧腋前大筋。五那么，针对新冠病毒感染引起的心血管系统症状患者如何恢复运动呢？中国“专家共识”建议，对非运动员的普通新冠感染者而言，在恢复体育锻炼之前，应进行风险分层：对有持续症状或有严重症状/有心脏受累病史的患者需要进一步临床评估，进行心脏三联检查。若正常可在症状完全消失14天后逐步阶梯式恢复运动；对于其他轻症患者而言，建议在症状消失至少7天后才能恢复运动。我的建议是，感染新冠病毒后不管是否出现心脏的症状，也不管症状轻重如何，都不建议过早地运动。建议至少休息两至三个月才好。原因有以下几个方面：一是新冠病毒的毒性非常强烈，对于正气的伤害非常大。感染新冠病毒后正气受损，运动会加重损害正气；二是运动的目的是为了健康，感染后暂时不运动，以待正气恢复，这才是更有益于健康的做法；三是运动能宣畅阳气，但过度运动则会耗阳。即使要运动，建议以散步为主，不建议打球、跑步、跳绳等；四是阳康后的运动一定要循序渐进，千万不可过猛，以免伤损正气，诱发各种心脏不适症状。在我的老家，两个十六七岁的孩子阳康后打了场篮球，出了一身透汗。一个打完后坐在场边喝矿泉水，当场死亡；一个回家后喝水，晚上死亡。我分析两个孩子死亡的原因，即在于过度运动，消耗阳气，导致阳虚。更兼喝了凉水，寒气一激，导致心阳暴脱而死亡。有学者认为：“尤其是在冬季流感高发期，‘阳康’两周内，暴露在人群密集的场所过久尚存在安全隐患，毋宁说过度运动了。”我的建议是，感染新冠病毒后，静养是有必要的。特别是有心血管病等基础疾病的老年人，一定不要过早进行运动。即使是年轻人，亦需要至少休息一个月后才可以正常运动，而且要循序渐进。为了生命，也为了健康，阳康后的运动一定要谨慎，谨慎，再谨慎。六一旦出现心跳加快，有什么办法吗？我的建议是用中医调理。一方面，中医以正为本，重在扶正，而此病明显属于心气不足，或心阴不足；另一方面，中医治疗有显效。疗效胜过一切。数天前我曾在微博里推荐过加味生脉饮：感染后感觉心脏易累，预防心肌炎，我用加味生脉饮：党参30克，麦冬30克，五味子（打碎）10克，桂枝15克，炙甘草15克，仙鹤草30克，野生灵芝粉5克——用于感染疫毒后感觉疲惫乏力，兼用于素有心脏病及感染后心脏不适者。我的观点是，此方不但可以补益心气、心阴和心阳，更可改善因新冠病毒侵袭所造成的正气不足。从临床来观察，这是一个高效方，我愿意继续推广。我们选择中医工作室备有可煎服的中药材及颗粒剂，可在微信搜索：南宁选择中医馆，即可进入购买网页。,,,312,91,433,搜狗高速浏览器,,,{}
4864264995867400,海峡都市报,https://weibo.com/1698857957,蓝V认证,https://weibo.com/1698857957/MqXPdoCnu,2023-02-01 09:23,#调整生物钟 多积极暗示# 节后上班，不少人会有“头昏昏沉沉，提不起劲来，对工作感到焦虑”的表现，这被称为#节后综合征#。而今年更特殊，不少人刚“阳康”，身体还没完全恢复，这时该如何调节“节后综后征”呢？又该如何区分是身体的问题还是心理的问题呢？一起来关注。●“阳康”遇到“节日综合征”35岁的张女士（化名）节后上班这几天来，就有明显的不适感。作为“天选打工人”，她是单位最后一批“阳”的人，也是家里最后感染新冠的，恰在春节前一周才“阳”，发烧、疼痛的症状也比较明显，但年前事情多，她没有好好休息。因此，过年7天，她几乎都“躺”在家里“补”休息，但又睡不着，就在手机上追电视剧，有时会看到半夜。7天的假期很快就结束了，没想到重新回到工作岗位，张女士顿时感到力不从心，胸口还有点闷痛，为此，她还特意到医院检查了心电图、心肌损伤标志物、心脏彩超等，结果都正常，就是心率偏快一点，心理量表提示轻度焦虑。最后，医生判断，张女士是“阳康”遇到“节日综合征”。●四个原因导致节后不能适应“最近，门诊碰到不少类似的病例。”福建省级机关医院心脏康复中心林建珍副主任医师介绍，出现这个情况有四方面的原因。首先，虽然新冠病毒已经被体内产生的抗体清除了，但“阳过”不等于真正的“阳康”，需要有个恢复过程。其次，春节期间生活作息和节奏被打乱，不管是亲朋好友拜年聚会、外出娱乐旅游，还是在家追剧游戏，熬夜是大概率的事，开假后上班，人体生物钟一时不能耐受。如果三餐饮食不规律，又大鱼大肉、暴饮暴食，甚至烟酒不离手，还容易出现胃肠道功能紊乱，血压、血脂、血糖异常等，因此无法投入到假后工作的开展。此外，这段时间天气仍较寒冷，白天日照时间也短，人体不能产生足够的多巴胺等快乐因子，容易有消极的心理，从而可能在心理上抵触假期结束后新的工作任务。●“节后综合征”这样调整林建珍表示，对于“节后综合征”，在给予对症处理的同时，更多是指导“阳后”的自我康复和应对节日综合征的自我管理。【合理饮食，均衡营养】改变节日期间大鱼大肉、高盐高脂等油腻饮食，调整饮食结构，清淡饮食，并增加粗粮和瓜果蔬菜摄入，每日饮水量达1700~2000ml，恢复胃肠道活力。【早睡早起，避免熬夜】入睡前提前脱离手机、平板电脑等电子产品，睡前不吃夜宵、大量饮水，排除干扰，创造一个良好的睡眠环境。【有氧运动，循序渐进】对于“阳康”人，减退的心肺功能需要有氧运动来逐渐提高，运动恢复可循序渐进，从低强度如散步开始，再逐渐过渡到快走、慢跑、骑车等中等强度，达到稍微出汗、稍微气喘就可以，且从第二天没有疲劳、酸痛为准。【放松心态，积极暗示】可和同事多沟通交流，放松心态，并给自己积极肯定的心理暗示，增加自我把控感，工作强度最好有缓冲期，不宜马上选择复杂且高强度部分。N海都记者 林宝珍,https://wx1.sinaimg.cn/large/001QYeyNly1hanq88ane5j60yz0hdto102.jpg,,0,0,0,微博网页版,,,{}
4864269738316093,影昇911,https://weibo.com/1348041692,没有认证,https://weibo.com/1348041692/MqXWRyTox,2023-02-01 09:42,"#每日学习打卡#【2023.2.1】星期三  i健康早头条，做自己健康的第一责任人。1）中国新闻网：焦虑失眠、情绪低落、上班犯困……这些在节假日之后出现的不良生理和心理反应，我们将其概括为“节后综合征”。既然生活节奏混乱是节后综合征的主要原因，那主动调整生活节奏就是最根本的方法，从“吃顿好饭，睡个好觉”做起。#健康管理

2）中国经济网：高脂血症危险因素多与不合理膳食相关，如过量的饱和脂肪酸或反式脂肪酸摄入等。健康生活方式干预是全球公认的高脂血症防治策略。膳食营养通过调节血脂、血压或血糖水平等危险因素，影响动脉粥样硬化的发生，从而在预防高脂血症引起的心血管疾病中发挥重要作用。#合理膳食3）中国食品报：我国90后注重养生，健康是食品的第一要素。调查显示，超过60%的中国消费者在日常生活中视健康为头等大事。调查还发现，新冠疫情让中国消费者更加重视健康，有28%的中国消费者在疫情暴发后认为健康更为重要。#大健康产业

4）生命时报：看起来“瘦”不一定真的瘦，比如大吃大喝、不爱运动，却四肢纤细的朋友。“瘦胖子”的体重指数通常正常或偏低，但经过检查才发现，有高血糖、甘油三酯偏高、高血压等问题。他们的身体一旦出现问题，可能比胖人还严重。#体重管理5）健康时报：45岁以上的男性、55岁以上的女性心脏病发病概率较大，男性比女性提前十年心脏衰老。如果不锻炼，肌肉逐步萎缩，心脏也就像汽车发动机一样无法正常运行，衰老极快。运动是最好的维护心脏功能的处方。#科学运动

6）《成人高血压食养指南（2023年版）》：成人高血压患者食物选择应全面、均衡、多样；注意“减钠增钾，饮食清淡”；主食增加全谷物和薯类摄入；动物性食物可选择鱼虾类、禽类、瘦肉等；限制富含膳食脂肪和胆固醇的食品。#安全摄入【早安心语】机会不会从天而降，必须凭毅力和勇气去争取。早安！",https://wx1.sinaimg.cn/large/50597bdcly1hanqrta4m8j20u0190gy6.jpg https://wx3.sinaimg.cn/large/50597bdcly1hanqru7wigj20u01901kx.jpg https://wx1.sinaimg.cn/large/50597bdcly1hanqrurcosj20u01901fj.jpg https://wx1.sinaimg.cn/large/50597bdcly1hanqrv5en0j20u0190nhu.jpg https://wx4.sinaimg.cn/large/50597bdcly1hanqrvtzt2j20u0190kex.jpg https://wx3.sinaimg.cn/large/50597bdcly1hanqrw9ie1j20u01904du.jpg https://wx4.sinaimg.cn/large/50597bdcly1hanqrwoso9j20u0190h3q.jpg,,0,1,1,小米10,,,{}
4864274440652428,三个老爸实验室,https://weibo.com/7126731879,红V认证,https://weibo.com/7126731879/MqY4s2JJ2,2023-02-01 10:01,这应该不叫川崎病，而叫MIS-C#新冠后遗症#,https://wx3.sinaimg.cn/large/007Mj2wnly1hanra4hbxpj30xc21cas2.jpg https://wx2.sinaimg.cn/large/007Mj2wnly1hanra55wwoj30xc21cath.jpg https://wx1.sinaimg.cn/large/007Mj2wnly1hanra5xam0j30xc21cnfe.jpg,,70,40,262,HUAWEI P40 Pro 5G,,,{}
4864280496704501,AAAAA健康管理师,https://weibo.com/5704716469,没有认证,https://weibo.com/5704716469/MqYeds897,2023-02-01 10:25,"【2023.2.1】星期三  i健康早头条，做自己健康的第一责任人。1）中国新闻网：焦虑失眠、情绪低落、上班犯困……这些在节假日之后出现的不良生理和心理反应，我们将其概括为“节后综合征”。既然生活节奏混乱是节后综合征的主要原因，那主动调整生活节奏就是最根本的方法，从“吃顿好饭，睡个好觉”做起。#健康管理

2）中国经济网：高脂血症危险因素多与不合理膳食相关，如过量的饱和脂肪酸或反式脂肪酸摄入等。健康生活方式干预是全球公认的高脂血症防治策略。膳食营养通过调节血脂、血压或血糖水平等危险因素，影响动脉粥样硬化的发生，从而在预防高脂血症引起的心血管疾病中发挥重要作用。#合理膳食3）中国食品报：我国90后注重养生，健康是食品的第一要素。调查显示，超过60%的中国消费者在日常生活中视健康为头等大事。调查还发现，新冠疫情让中国消费者更加重视健康，有28%的中国消费者在疫情暴发后认为健康更为重要。#大健康产业

4）生命时报：看起来“瘦”不一定真的瘦，比如大吃大喝、不爱运动，却四肢纤细的朋友。“瘦胖子”的体重指数通常正常或偏低，但经过检查才发现，有高血糖、甘油三酯偏高、高血压等问题。他们的身体一旦出现问题，可能比胖人还严重。#体重管理5）健康时报：45岁以上的男性、55岁以上的女性心脏病发病概率较大，男性比女性提前十年心脏衰老。如果不锻炼，肌肉逐步萎缩，心脏也就像汽车发动机一样无法正常运行，衰老极快。运动是最好的维护心脏功能的处方。#科学运动

6）《成人高血压食养指南（2023年版）》：成人高血压患者食物选择应全面、均衡、多样；注意“减钠增钾，饮食清淡”；主食增加全谷物和薯类摄入；动物性食物可选择鱼虾类、禽类、瘦肉等；限制富含膳食脂肪和胆固醇的食品。#安全摄入",https://wx4.sinaimg.cn/large/006e4plXgy1hans0dpoqaj30ku0y4n18.jpg,,0,0,0,荣耀V20 4800万3D相机,,,{}
4864346431164704,青岛城市学院官方微博,https://weibo.com/6251865489,蓝V认证,https://weibo.com/6251865489/MqZWz4SZy,2023-02-01 14:47,青岛城市学院超话#青岛城市学院##改善睡眠# 【节后失眠？3个穴位助您改善睡眠！】春节假期已经过去了，不少人出现了晚上失眠，白天无法集中精力。我们该怎么调整“#节后综合征#”呢？试试以下3个助睡眠的穴位，通过按摩可以有效改善睡眠。#养生# 【神门穴】功效：缓解情绪、促进睡眠，对失眠多梦有很好的作用。对于新冠阳康后的心神不宁，也可以通过按揉此穴位缓解症状。位置：神门穴位于腕掌侧横纹的尺侧端的凹陷处。方法：手指点压按揉3-5分钟即可，双手穴位交替按揉。【内关穴】功效：既可以缓解心慌、胸闷、气短等症状，又可以调节肠胃功能，还可以治疗失眠。位置：内关穴位于腕横纹上2寸，两条肌腱之间。方法：以手指点压按揉3-5分钟，左右交替按摩。【三阴交】功效：有健脾胃、安神志、调气血的作用。位置：位于内踝尖上3寸，胫骨后缘处。方法：此穴位按揉手法不且过重，有酸胀感即可，左右穴位各3-5分钟。（via@上海黄浦 ）,https://wx1.sinaimg.cn/large/006P6bO9ly1hanwj2s4gkj30e20833yo.jpg https://wx4.sinaimg.cn/large/006P6bO9ly1hanwj2vjv9j30d608sjrk.jpg https://wx2.sinaimg.cn/large/006P6bO9ly1hanwj2yzs7j30j00abglx.jpg,,0,0,0,青岛城市学院超话,,,{}
