exposure_group,week,n_transitions,upgrade_rate,cooling_rate
wemedia_only,2022-04-18/2022-04-24,1,0.0,0.0
dual,2022-04-25/2022-05-01,3,0.3333333333333333,0.3333333333333333
mainstream_only,2022-04-25/2022-05-01,5,0.0,0.0
wemedia_only,2022-04-25/2022-05-01,1,0.0,0.0
dual,2022-05-02/2022-05-08,2,0.5,0.5
mainstream_only,2022-05-02/2022-05-08,1,0.0,0.0
wemedia_only,2022-05-02/2022-05-08,1,0.0,0.0
mainstream_only,2022-05-09/2022-05-15,3,0.0,0.0
wemedia_only,2022-05-09/2022-05-15,1,0.0,0.0
mainstream_only,2022-05-16/2022-05-22,2,0.0,0.0
wemedia_only,2022-05-16/2022-05-22,3,0.0,0.0
dual,2022-05-23/2022-05-29,3,0.0,0.0
mainstream_only,2022-05-23/2022-05-29,2,0.0,0.0
wemedia_only,2022-05-23/2022-05-29,1,0.0,0.0
wemedia_only,2022-05-30/2022-06-05,1,0.0,0.0
mainstream_only,2022-06-20/2022-06-26,3,0.0,0.0
wemedia_only,2022-06-20/2022-06-26,2,0.0,0.0
dual,2022-07-04/2022-07-10,4,0.25,0.5
mainstream_only,2022-07-04/2022-07-10,2,0.0,0.0
wemedia_only,2022-07-04/2022-07-10,1,1.0,0.0
mainstream_only,2022-07-11/2022-07-17,1,0.0,0.0
dual,2022-07-18/2022-07-24,2,0.5,0.0
wemedia_only,2022-07-18/2022-07-24,2,0.5,0.0
wemedia_only,2022-07-25/2022-07-31,2,0.5,0.0
mainstream_only,2022-08-15/2022-08-21,1,0.0,0.0
mainstream_only,2022-08-22/2022-08-28,1,0.0,0.0
wemedia_only,2022-08-29/2022-09-04,3,0.3333333333333333,0.0
wemedia_only,2022-09-05/2022-09-11,4,0.0,0.25
wemedia_only,2022-09-12/2022-09-18,1,0.0,1.0
wemedia_only,2022-09-19/2022-09-25,1,0.0,0.0
wemedia_only,2022-09-26/2022-10-02,1,0.0,0.0
dual,2022-10-10/2022-10-16,1,0.0,0.0
mainstream_only,2022-10-10/2022-10-16,34,0.029411764705882353,0.0
wemedia_only,2022-10-10/2022-10-16,13,0.07692307692307693,0.07692307692307693
mainstream_only,2022-10-17/2022-10-23,1,0.0,0.0
wemedia_only,2022-10-17/2022-10-23,2,0.0,0.0
mainstream_only,2022-10-31/2022-11-06,4,0.0,0.0
wemedia_only,2022-10-31/2022-11-06,1,0.0,0.0
dual,2022-11-07/2022-11-13,2,0.0,0.5
mainstream_only,2022-11-07/2022-11-13,2,0.0,0.0
wemedia_only,2022-11-14/2022-11-20,2,0.0,0.0
dual,2022-11-21/2022-11-27,3,0.0,0.0
mainstream_only,2022-11-21/2022-11-27,2,0.0,0.0
dual,2022-11-28/2022-12-04,10,0.3,0.1
mainstream_only,2022-11-28/2022-12-04,7,0.0,0.0
wemedia_only,2022-11-28/2022-12-04,23,0.13043478260869565,0.043478260869565216
dual,2022-12-05/2022-12-11,15,0.13333333333333333,0.2
mainstream_only,2022-12-05/2022-12-11,18,0.05555555555555555,0.0
wemedia_only,2022-12-05/2022-12-11,3,0.0,0.0
dual,2022-12-12/2022-12-18,3,0.0,0.0
mainstream_only,2022-12-12/2022-12-18,20,0.0,0.05
wemedia_only,2022-12-12/2022-12-18,4,0.0,0.0
mainstream_only,2022-12-19/2022-12-25,1,0.0,0.0
wemedia_only,2022-12-19/2022-12-25,6,0.0,0.0
dual,2022-12-26/2023-01-01,3,0.0,0.0
mainstream_only,2022-12-26/2023-01-01,10,0.0,0.0
wemedia_only,2022-12-26/2023-01-01,9,0.1111111111111111,0.1111111111111111
dual,2023-01-02/2023-01-08,10,0.2,0.2
mainstream_only,2023-01-02/2023-01-08,12,0.0,0.0
wemedia_only,2023-01-02/2023-01-08,5,0.0,0.0
dual,2023-01-09/2023-01-15,6,0.0,0.3333333333333333
mainstream_only,2023-01-09/2023-01-15,3,0.0,0.0
wemedia_only,2023-01-09/2023-01-15,16,0.0625,0.0625
dual,2023-01-16/2023-01-22,10,0.0,0.0
wemedia_only,2023-01-16/2023-01-22,18,0.0,0.0
dual,2023-01-23/2023-01-29,17,0.0,0.0
wemedia_only,2023-01-23/2023-01-29,3,0.0,0.0
dual,2023-01-30/2023-02-05,15,0.06666666666666667,0.0
mainstream_only,2023-01-30/2023-02-05,12,0.16666666666666666,0.08333333333333333
wemedia_only,2023-01-30/2023-02-05,22,0.045454545454545456,0.0
dual,2023-02-06/2023-02-12,12,0.0,0.0
mainstream_only,2023-02-06/2023-02-12,21,0.0,0.0
wemedia_only,2023-02-06/2023-02-12,36,0.027777777777777776,0.05555555555555555
dual,2023-02-13/2023-02-19,1,0.0,0.0
mainstream_only,2023-02-13/2023-02-19,6,0.0,0.0
wemedia_only,2023-02-13/2023-02-19,39,0.15384615384615385,0.1794871794871795
dual,2023-02-20/2023-02-26,1,0.0,0.0
mainstream_only,2023-02-20/2023-02-26,14,0.14285714285714285,0.07142857142857142
wemedia_only,2023-02-20/2023-02-26,23,0.043478260869565216,0.043478260869565216
dual,2023-02-27/2023-03-05,4,0.0,0.25
mainstream_only,2023-02-27/2023-03-05,9,0.0,0.1111111111111111
wemedia_only,2023-02-27/2023-03-05,17,0.058823529411764705,0.0
dual,2023-03-06/2023-03-12,5,0.0,0.2
mainstream_only,2023-03-06/2023-03-12,11,0.09090909090909091,0.09090909090909091
wemedia_only,2023-03-06/2023-03-12,11,0.18181818181818182,0.09090909090909091
dual,2023-03-13/2023-03-19,4,0.0,0.0
mainstream_only,2023-03-13/2023-03-19,9,0.0,0.0
wemedia_only,2023-03-13/2023-03-19,10,0.1,0.0
dual,2023-03-20/2023-03-26,6,0.16666666666666666,0.16666666666666666
mainstream_only,2023-03-20/2023-03-26,3,0.0,0.0
wemedia_only,2023-03-20/2023-03-26,11,0.0,0.0
dual,2023-03-27/2023-04-02,2,0.0,0.0
mainstream_only,2023-03-27/2023-04-02,2,0.0,1.0
wemedia_only,2023-03-27/2023-04-02,13,0.07692307692307693,0.15384615384615385
dual,2023-04-03/2023-04-09,4,0.0,0.0
mainstream_only,2023-04-03/2023-04-09,1,0.0,0.0
wemedia_only,2023-04-03/2023-04-09,5,0.0,0.0
dual,2023-04-10/2023-04-16,2,0.0,0.0
wemedia_only,2023-04-10/2023-04-16,2,0.0,0.0
dual,2023-04-17/2023-04-23,6,0.16666666666666666,0.0
wemedia_only,2023-04-17/2023-04-23,5,0.2,0.0
dual,2023-04-24/2023-04-30,1,0.0,0.0
wemedia_only,2023-04-24/2023-04-30,1,0.0,0.0
dual,2023-05-01/2023-05-07,2,0.0,0.0
wemedia_only,2023-05-01/2023-05-07,16,0.125,0.25
dual,2023-05-08/2023-05-14,2,0.0,0.0
mainstream_only,2023-05-08/2023-05-14,1,0.0,0.0
wemedia_only,2023-05-08/2023-05-14,3,0.0,0.0
dual,2023-05-15/2023-05-21,10,0.2,0.0
mainstream_only,2023-05-15/2023-05-21,17,0.11764705882352941,0.058823529411764705
wemedia_only,2023-05-15/2023-05-21,10,0.2,0.1
dual,2023-05-22/2023-05-28,8,0.125,0.125
mainstream_only,2023-05-22/2023-05-28,19,0.0,0.05263157894736842
wemedia_only,2023-05-22/2023-05-28,19,0.10526315789473684,0.15789473684210525
dual,2023-05-29/2023-06-04,8,0.125,0.125
mainstream_only,2023-05-29/2023-06-04,17,0.058823529411764705,0.058823529411764705
wemedia_only,2023-05-29/2023-06-04,25,0.0,0.0
dual,2023-06-05/2023-06-11,6,0.16666666666666666,0.3333333333333333
mainstream_only,2023-06-05/2023-06-11,2,0.0,0.5
wemedia_only,2023-06-05/2023-06-11,24,0.0,0.0
dual,2023-06-12/2023-06-18,9,0.2222222222222222,0.2222222222222222
mainstream_only,2023-06-12/2023-06-18,9,0.1111111111111111,0.0
wemedia_only,2023-06-12/2023-06-18,15,0.0,0.13333333333333333
dual,2023-06-19/2023-06-25,4,0.0,0.0
mainstream_only,2023-06-19/2023-06-25,2,0.5,0.0
wemedia_only,2023-06-19/2023-06-25,3,0.3333333333333333,0.0
dual,2023-06-26/2023-07-02,2,0.0,0.5
wemedia_only,2023-06-26/2023-07-02,7,0.14285714285714285,0.14285714285714285
dual,2023-07-03/2023-07-09,3,0.0,0.0
mainstream_only,2023-07-03/2023-07-09,1,1.0,0.0
wemedia_only,2023-07-03/2023-07-09,10,0.1,0.1
dual,2023-07-10/2023-07-16,1,0.0,0.0
wemedia_only,2023-07-10/2023-07-16,4,0.25,0.25
dual,2023-07-17/2023-07-23,15,0.06666666666666667,0.0
mainstream_only,2023-07-17/2023-07-23,2,0.0,0.5
wemedia_only,2023-07-17/2023-07-23,8,0.0,0.125
dual,2023-07-24/2023-07-30,10,0.2,0.1
wemedia_only,2023-07-24/2023-07-30,11,0.0,0.0
dual,2023-07-31/2023-08-06,40,0.175,0.175
mainstream_only,2023-07-31/2023-08-06,6,0.16666666666666666,0.0
wemedia_only,2023-07-31/2023-08-06,9,0.0,0.0
dual,2023-08-07/2023-08-13,22,0.045454545454545456,0.045454545454545456
mainstream_only,2023-08-07/2023-08-13,4,0.0,0.5
wemedia_only,2023-08-07/2023-08-13,16,0.1875,0.0
dual,2023-08-14/2023-08-20,20,0.1,0.1
mainstream_only,2023-08-14/2023-08-20,7,0.14285714285714285,0.14285714285714285
wemedia_only,2023-08-14/2023-08-20,15,0.13333333333333333,0.0
dual,2023-08-21/2023-08-27,13,0.15384615384615385,0.15384615384615385
mainstream_only,2023-08-21/2023-08-27,4,0.0,0.0
wemedia_only,2023-08-21/2023-08-27,10,0.0,0.1
dual,2023-08-28/2023-09-03,4,0.0,0.0
wemedia_only,2023-08-28/2023-09-03,10,0.0,0.0
dual,2023-09-04/2023-09-10,11,0.09090909090909091,0.0
mainstream_only,2023-09-04/2023-09-10,3,0.0,0.0
wemedia_only,2023-09-04/2023-09-10,5,0.0,0.0
dual,2023-09-11/2023-09-17,5,0.0,0.0
mainstream_only,2023-09-11/2023-09-17,6,0.3333333333333333,0.0
wemedia_only,2023-09-11/2023-09-17,11,0.09090909090909091,0.0
dual,2023-09-18/2023-09-24,17,0.0,0.11764705882352941
mainstream_only,2023-09-18/2023-09-24,4,0.25,0.25
wemedia_only,2023-09-18/2023-09-24,7,0.2857142857142857,0.0
dual,2023-09-25/2023-10-01,6,0.0,0.0
mainstream_only,2023-09-25/2023-10-01,2,0.0,0.5
wemedia_only,2023-09-25/2023-10-01,20,0.25,0.15
dual,2023-10-02/2023-10-08,6,0.0,0.16666666666666666
wemedia_only,2023-10-02/2023-10-08,4,0.0,0.25
dual,2023-10-09/2023-10-15,4,0.25,0.25
wemedia_only,2023-10-09/2023-10-15,4,0.0,0.5
dual,2023-10-16/2023-10-22,2,0.0,0.0
wemedia_only,2023-10-16/2023-10-22,6,0.0,0.0
dual,2023-10-23/2023-10-29,9,0.2222222222222222,0.1111111111111111
mainstream_only,2023-10-23/2023-10-29,2,0.5,0.0
wemedia_only,2023-10-23/2023-10-29,10,0.4,0.0
dual,2023-10-30/2023-11-05,5,0.0,0.0
mainstream_only,2023-10-30/2023-11-05,1,0.0,0.0
wemedia_only,2023-10-30/2023-11-05,9,0.0,0.0
dual,2023-11-06/2023-11-12,3,0.0,0.0
mainstream_only,2023-11-06/2023-11-12,14,0.07142857142857142,0.14285714285714285
wemedia_only,2023-11-06/2023-11-12,5,0.0,0.4
dual,2023-11-13/2023-11-19,4,0.25,0.0
wemedia_only,2023-11-13/2023-11-19,2,0.0,0.0
mainstream_only,2023-11-20/2023-11-26,1,0.0,0.0
wemedia_only,2023-11-20/2023-11-26,11,0.0,0.0
dual,2023-11-27/2023-12-03,6,0.0,0.16666666666666666
mainstream_only,2023-11-27/2023-12-03,2,0.0,0.0
dual,2023-12-04/2023-12-10,7,0.14285714285714285,0.0
mainstream_only,2023-12-04/2023-12-10,4,0.0,0.25
wemedia_only,2023-12-04/2023-12-10,10,0.0,0.2
dual,2023-12-11/2023-12-17,2,0.5,0.0
mainstream_only,2023-12-11/2023-12-17,3,0.0,0.0
wemedia_only,2023-12-11/2023-12-17,11,0.18181818181818182,0.09090909090909091
mainstream_only,2023-12-18/2023-12-24,1,0.0,0.0
wemedia_only,2023-12-18/2023-12-24,9,0.3333333333333333,0.1111111111111111
dual,2023-12-25/2023-12-31,3,0.0,0.0
wemedia_only,2023-12-25/2023-12-31,4,0.25,0.25
wemedia_only,2024-01-01/2024-01-07,6,0.0,0.0
mainstream_only,2024-01-08/2024-01-14,3,0.0,0.0
wemedia_only,2024-01-08/2024-01-14,2,0.0,0.0
wemedia_only,2024-01-15/2024-01-21,5,0.0,0.2
dual,2024-01-22/2024-01-28,1,1.0,0.0
wemedia_only,2024-01-22/2024-01-28,5,0.0,0.4
dual,2024-01-29/2024-02-04,2,0.0,0.0
mainstream_only,2024-01-29/2024-02-04,1,0.0,0.0
wemedia_only,2024-02-05/2024-02-11,2,0.0,0.0
mainstream_only,2024-02-19/2024-02-25,1,1.0,0.0
wemedia_only,2024-02-19/2024-02-25,6,0.16666666666666666,0.0
wemedia_only,2024-02-26/2024-03-03,5,0.4,0.0
dual,2024-03-04/2024-03-10,1,1.0,0.0
wemedia_only,2024-03-04/2024-03-10,3,0.0,0.6666666666666666
dual,2024-03-11/2024-03-17,2,0.0,0.5
mainstream_only,2024-03-11/2024-03-17,2,0.0,0.0
wemedia_only,2024-03-11/2024-03-17,8,0.25,0.125
dual,2024-03-18/2024-03-24,1,0.0,1.0
wemedia_only,2024-03-18/2024-03-24,4,0.0,0.25
dual,2024-03-25/2024-03-31,1,0.0,0.0
wemedia_only,2024-03-25/2024-03-31,4,0.0,0.0
wemedia_only,2024-04-08/2024-04-14,6,0.0,0.16666666666666666
dual,2024-04-15/2024-04-21,1,0.0,0.0
wemedia_only,2024-04-15/2024-04-21,2,0.5,0.0
mainstream_only,2024-04-22/2024-04-28,1,0.0,0.0
wemedia_only,2024-04-22/2024-04-28,3,0.3333333333333333,0.0
wemedia_only,2024-04-29/2024-05-05,3,0.3333333333333333,0.0
wemedia_only,2024-05-06/2024-05-12,8,0.0,0.25
dual,2024-05-13/2024-05-19,1,0.0,0.0
wemedia_only,2024-05-13/2024-05-19,7,0.0,0.0
dual,2024-05-20/2024-05-26,6,0.0,0.3333333333333333
wemedia_only,2024-05-20/2024-05-26,9,0.0,0.2222222222222222
dual,2024-05-27/2024-06-02,2,0.0,0.0
wemedia_only,2024-05-27/2024-06-02,6,0.0,0.0
wemedia_only,2024-06-03/2024-06-09,5,0.2,0.0
wemedia_only,2024-06-10/2024-06-16,2,0.0,0.0
wemedia_only,2024-06-17/2024-06-23,9,0.2222222222222222,0.2222222222222222
wemedia_only,2024-06-24/2024-06-30,3,0.3333333333333333,0.0
wemedia_only,2024-07-01/2024-07-07,4,0.0,0.0
dual,2024-07-08/2024-07-14,2,0.0,0.0
wemedia_only,2024-07-08/2024-07-14,9,0.1111111111111111,0.0
wemedia_only,2024-07-15/2024-07-21,2,0.0,0.5
wemedia_only,2024-07-29/2024-08-04,2,0.0,0.0
dual,2024-08-05/2024-08-11,1,0.0,0.0
wemedia_only,2024-08-05/2024-08-11,2,0.0,0.0
dual,2024-08-12/2024-08-18,6,0.16666666666666666,0.16666666666666666
mainstream_only,2024-08-12/2024-08-18,1,0.0,0.0
wemedia_only,2024-08-12/2024-08-18,8,0.125,0.25
wemedia_only,2024-08-19/2024-08-25,2,0.0,0.0
wemedia_only,2024-08-26/2024-09-01,4,0.0,0.0
dual,2024-09-02/2024-09-08,2,0.5,0.0
wemedia_only,2024-09-02/2024-09-08,3,0.0,0.0
dual,2024-09-09/2024-09-15,2,0.0,0.5
wemedia_only,2024-09-09/2024-09-15,1,0.0,0.0
dual,2024-09-16/2024-09-22,3,0.3333333333333333,0.0
wemedia_only,2024-09-16/2024-09-22,3,0.0,0.0
dual,2024-09-23/2024-09-29,5,0.2,0.2
wemedia_only,2024-09-23/2024-09-29,1,0.0,0.0
dual,2024-09-30/2024-10-06,2,0.5,0.0
wemedia_only,2024-09-30/2024-10-06,1,0.0,0.0
dual,2024-10-07/2024-10-13,5,0.0,0.2
wemedia_only,2024-10-07/2024-10-13,4,0.25,0.0
dual,2024-10-14/2024-10-20,5,0.2,0.2
mainstream_only,2024-10-14/2024-10-20,1,1.0,0.0
wemedia_only,2024-10-14/2024-10-20,2,0.0,0.0
dual,2024-10-21/2024-10-27,1,0.0,1.0
wemedia_only,2024-10-21/2024-10-27,3,0.3333333333333333,0.3333333333333333
wemedia_only,2024-11-11/2024-11-17,5,0.4,0.4
dual,2024-11-18/2024-11-24,1,0.0,0.0
wemedia_only,2024-11-18/2024-11-24,16,0.125,0.0625
dual,2024-11-25/2024-12-01,1,0.0,0.0
wemedia_only,2024-11-25/2024-12-01,1,0.0,0.0
dual,2024-12-02/2024-12-08,3,0.0,0.0
mainstream_only,2024-12-02/2024-12-08,1,0.0,0.0
wemedia_only,2024-12-02/2024-12-08,4,0.0,0.0
dual,2024-12-09/2024-12-15,5,0.2,0.0
mainstream_only,2024-12-09/2024-12-15,1,0.0,0.0
wemedia_only,2024-12-09/2024-12-15,4,0.25,0.25
dual,2024-12-16/2024-12-22,1,0.0,1.0
wemedia_only,2024-12-16/2024-12-22,9,0.0,0.3333333333333333
dual,2024-12-23/2024-12-29,1,0.0,0.0
mainstream_only,2024-12-23/2024-12-29,2,0.0,0.0
wemedia_only,2024-12-23/2024-12-29,1,1.0,0.0
dual,2024-12-30/2025-01-05,1,0.0,0.0
wemedia_only,2024-12-30/2025-01-05,1,0.0,0.0
wemedia_only,2025-01-06/2025-01-12,1,0.0,0.0
wemedia_only,2025-01-13/2025-01-19,1,1.0,0.0
wemedia_only,2025-01-20/2025-01-26,8,0.0,0.0
wemedia_only,2025-01-27/2025-02-02,3,0.0,0.0
wemedia_only,2025-02-03/2025-02-09,1,0.0,0.0
wemedia_only,2025-02-10/2025-02-16,4,0.5,0.0
wemedia_only,2025-02-17/2025-02-23,2,0.0,0.5
wemedia_only,2025-02-24/2025-03-02,1,0.0,0.0
wemedia_only,2025-03-03/2025-03-09,2,0.5,0.0
wemedia_only,2025-03-10/2025-03-16,2,0.0,0.5
dual,2025-03-17/2025-03-23,1,0.0,0.0
wemedia_only,2025-03-17/2025-03-23,2,0.5,0.0
wemedia_only,2025-03-24/2025-03-30,3,0.0,0.3333333333333333
dual,2025-04-07/2025-04-13,1,0.0,1.0
wemedia_only,2025-04-07/2025-04-13,4,0.0,0.0
dual,2025-04-14/2025-04-20,1,1.0,0.0
wemedia_only,2025-04-14/2025-04-20,1,0.0,0.0
wemedia_only,2025-05-05/2025-05-11,1,0.0,0.0
dual,2025-05-12/2025-05-18,2,0.5,0.0
mainstream_only,2025-05-12/2025-05-18,3,0.0,0.0
wemedia_only,2025-05-12/2025-05-18,1,1.0,0.0
dual,2025-05-19/2025-05-25,4,0.0,0.5
mainstream_only,2025-05-19/2025-05-25,8,0.0,0.0
wemedia_only,2025-05-19/2025-05-25,6,0.0,0.16666666666666666
dual,2025-05-26/2025-06-01,1,0.0,0.0
wemedia_only,2025-05-26/2025-06-01,5,0.2,0.4
dual,2025-06-02/2025-06-08,1,0.0,1.0
wemedia_only,2025-06-02/2025-06-08,2,0.0,0.0
wemedia_only,2025-06-09/2025-06-15,1,0.0,0.0
wemedia_only,2025-06-16/2025-06-22,3,0.0,0.0
wemedia_only,2025-06-23/2025-06-29,3,0.0,0.0
wemedia_only,2025-06-30/2025-07-06,4,0.0,0.0
wemedia_only,2025-07-07/2025-07-13,1,1.0,0.0
